# occupying energies
-8491.40021667735 -8490.88707744449 
-8491.40021667735 -8490.92426220364 
-8491.40021667735 -8490.87397917384 
-8491.40021667735 -8490.87587138202 
-8491.40021667735 -8490.91156528113 
-8491.40021667735 -8490.92848256918 
-8491.87876665622 -8491.40021667734 
-8491.40021667735 -8490.93217298529 
-8491.40021667735 -8490.92503460102 
-8491.40021667735 -8491.00741114248 
-8491.40021667735 -8490.92382710072 
-8491.40021667735 -8490.92413762635 
-8491.40021667735 -8490.92892370988 
-8491.40021667735 -8490.92893807992 
-8491.40021667735 -8490.87565826234 
-8491.40021667735 -8490.91849037443 
-8491.40021667735 -8490.97297645745 
-8491.87892524863 -8491.40021667735 
-8491.40021667735 -8490.9216358965 
-8491.40021667735 -8490.8789104967 
-8491.40021667735 -8490.9278848404 
-8491.40021667735 -8490.91326820604 
-8491.40021667735 -8490.93554391158 
-8491.40021667735 -8490.93062118045 
-8491.40021667735 -8490.91690805243 
-8491.40021667735 -8490.9762931132 
-8491.40021667735 -8490.89441146702 
-8491.40021667735 -8490.92378049395 
-8491.40021667735 -8490.87875172736 
-8491.40021667735 -8490.91302428945 
-8491.40021667735 -8490.93189188396 
-8491.86864687135 -8491.40021667734 
-8491.40021667735 -8491.00843688148 
-8491.40021667735 -8491.04149728574 
-8491.40021667735 -8490.94254398391 
-8491.40021667735 -8490.93064700573 
-8491.40021667735 -8490.96559536087 
-8491.40021667735 -8490.90461191852 
-8491.40021667735 -8491.02096295022 
-8491.40021667735 -8490.90835950597 
-8491.40021667735 -8490.92708276794 
-8491.40021667735 -8490.9317895712 
-8491.40021667735 -8490.91718793473 
-8491.40021667735 -8490.88360376201 
-8491.40021667735 -8490.88006440142 
-8491.40021667735 -8490.88399465196 
-8491.40021667735 -8490.88231745835 
-8491.40021667735 -8490.9235411408 
-8491.40021667735 -8490.91618597711 
-8491.40021667735 -8490.91881320965 
-8491.40021667735 -8490.9319517039 
-8491.40021667735 -8490.88383140591 
-8491.40021667735 -8490.9283101212 
-8491.40021667735 -8490.87537767399 
-8491.40021667735 -8490.88238197633 
-8491.40021667735 -8490.87575178697 
-8491.40021667735 -8490.91643958828 
-8491.40021667735 -8490.92703530774 
-8491.40021667735 -8490.91540702389 
-8491.40021667735 -8490.95562402957 
-8491.40021667735 -8490.88421508628 
-8491.40021667735 -8490.89130605591 
-8491.40021667735 -8490.88414568572 
-8491.40021667735 -8490.96358844777 
-8491.40021667735 -8490.93208931514 
-8491.40021667735 -8490.96477304487 
-8491.40021667735 -8490.92009337685 
-8491.40021667735 -8490.88380865389 
-8491.40021667735 -8490.87524356917 
-8491.40021667735 -8490.8758277846 
-8491.40021667735 -8490.90675266668 
-8491.91984370226 -8491.40021667735 
-8491.40021667735 -8490.91659553462 
-8491.40021667735 -8490.88248794657 
-8491.87053811562 -8491.40021667734 
-8491.40021667735 -8491.00790994293 
-8491.40021667735 -8490.88284100198 
-8491.40021667735 -8490.87557728929 
-8491.40021667735 -8490.88032867836 
-8491.40021667735 -8490.97029357649 
-8491.40021667735 -8491.02122778764 
-8491.40021667735 -8490.93571106836 
-8491.40021667735 -8490.88068202466 
-8491.40021667735 -8490.9234969629 
-8491.40021667735 -8490.90317744765 
-8491.40021667735 -8490.93923711076 
-8491.40021667735 -8491.0119149863 
-8491.40021667735 -8490.92721919653 
-8491.40021667735 -8490.97446457589 
-8491.40021667735 -8491.0587622996 
-8491.82953275755 -8491.40021667734 
-8491.40021667735 -8490.93248020204 
-8491.40021667735 -8490.92693810955 
-8491.40021667735 -8490.93546057455 
-8491.40021667735 -8491.00976704564 
-8491.40021667735 -8491.08001319918 
-8491.7779605521 -8491.40021667735 
-8491.790456864 -8491.40021667735 
-8491.40021667735 -8491.01066032852 
-8491.40021667735 -8490.95035963453 
-8491.40021667735 -8490.87431609838 
-8491.40021667735 -8490.93052247609 
-8491.40021667735 -8490.91138825481 
-8491.40021667735 -8490.97596421684 
-8491.40021667735 -8490.98352296372 
-8491.86989845392 -8491.40021667735 
-8491.40021667735 -8491.05115607244 
-8491.40021667735 -8491.00740336473 
-8491.40021667735 -8491.01961090828 
-8491.87467569984 -8491.40021667735 
-8491.40021667735 -8490.95939233733 
-8491.40021667735 -8490.98277957478 
-8491.40021667735 -8490.9199796323 
-8491.40021667735 -8490.92719733564 
-8491.40021667735 -8490.88258002253 
-8491.40021667735 -8490.92598255424 
-8491.40021667735 -8490.92896056112 
-8491.40021667735 -8490.92178028276 
-8491.40021667735 -8490.95627781013 
-8491.40021667735 -8490.93582559354 
-8491.40021667735 -8490.93867942425 
-8491.40021667735 -8491.04646350789 
-8491.40021667735 -8490.97288194458 
-8491.40021667735 -8490.974030864 
-8491.40021667735 -8490.93236246354 
-8491.40021667735 -8490.91380877004 
-8491.40021667735 -8490.973216342 
-8491.91990570902 -8491.40021667734 
-8491.40021667735 -8490.93543707612 
-8491.40021667735 -8491.0087944712 
-8491.40021667735 -8490.95995285964 
-8491.82034334877 -8491.40021667734 
-8491.40021667735 -8490.9337225319 
-8491.40021667735 -8491.00395676049 
-8491.40021667735 -8490.96375322216 
-8491.40021667735 -8490.97379056897 
-8491.88269585621 -8491.40021667734 
-8491.40021667735 -8490.96412993555 
-8491.40021667735 -8490.91728915897 
-8491.40021667735 -8490.92338897127 
-8491.40021667735 -8490.96461342373 
-8491.88750753514 -8491.40021667734 
-8491.40021667735 -8490.92041551717 
-8491.40021667735 -8490.89455456427 
-8491.40021667735 -8490.88024762757 
-8491.40021667735 -8490.87551297514 
-8491.40021667735 -8490.8827755177 
-8491.40021667735 -8490.91708489282 
-8491.40021667735 -8490.97602918222 
-8491.83599597033 -8491.40021667734 
-8491.40021667735 -8490.9833266961 
-8491.40021667735 -8491.01259259773 
-8491.40021667735 -8490.91304179431 
-8491.40021667735 -8490.88642384195 
-8491.40021667735 -8490.88395960408 
-8491.40021667735 -8490.87564127228 
-8491.40021667735 -8490.90822866387 
-8491.40021667735 -8490.87445402491 
-8491.40021667735 -8490.93613240589 
-8491.40021667735 -8491.02821098603 
-8491.40021667735 -8491.06591962338 
-8491.73970360993 -8491.40021667734 
-8491.40021667735 -8490.9765286276 
-8491.40021667735 -8491.01905317557 
-8491.40021667735 -8490.92831526136 
-8491.40021667735 -8490.92595635929 
-8491.40021667735 -8490.92056996184 
-8491.40021667735 -8490.92879517487 
-8491.88425381579 -8491.40021667735 
-8491.40021667735 -8490.87870475465 
-8491.40021667735 -8490.92324026599 
-8491.40021667735 -8490.916164088 
-8491.40021667735 -8490.93203517086 
-8491.40021667735 -8490.98276287097 
-8491.40021667735 -8490.97719955445 
-8491.40021667735 -8490.99177096696 
-8491.40021667735 -8490.96637607491 
-8491.40021667735 -8490.92298545561 
-8491.40021667735 -8490.9947343748 
-8491.40021667735 -8490.8837025123 
-8491.40021667735 -8490.92824878751 
-8491.40021667735 -8490.89766366517 
-8491.40021667735 -8490.9799634235 
-8491.40021667735 -8490.97719578009 
-8491.40021667735 -8491.06380242753 
-8491.78159517449 -8491.40021667735 
-8491.40021667735 -8491.04332692417 
-8491.40021667735 -8491.0276772492 
-8491.40021667735 -8491.02575527379 
-8491.40021667735 -8490.88392456203 
-8491.40021667735 -8490.91166521501 
-8491.40021667735 -8490.87464001251 
-8491.40021667735 -8490.9325384748 
-8491.40021667735 -8491.02732834984 
-8491.40021667735 -8490.91304505462 
-8491.91648634439 -8491.40021667734 
-8491.40021667735 -8491.00285960822 
-8491.40021667735 -8491.01169682545 
-8491.40021667735 -8490.96859307721 
-8491.40021667735 -8490.89106621239 
-8491.40021667735 -8490.96011108365 
-8491.40021667735 -8490.91407643842 
-8491.40021667735 -8490.96306513209 
-8491.88901830902 -8491.40021667734 
-8491.40021667735 -8490.92319833779 
-8491.40021667735 -8490.92574304598 
-8491.40021667735 -8490.93616621984 
-8491.91315292224 -8491.40021667734 
-8491.40021667735 -8491.01146460821 
-8491.40021667735 -8490.9267172367 
-8491.40021667735 -8491.00382637011 
-8491.86825744038 -8491.40021667734 
-8491.40021667735 -8490.94606715296 
-8491.40021667735 -8490.92213146898 
-8491.40021667735 -8490.93849280154 
-8491.92173393415 -8491.40021667734 
-8491.40021667735 -8490.91933422381 
-8491.40021667735 -8490.88077399817 
-8491.40021667735 -8490.89915994345 
-8491.40021667735 -8490.92856180565 
-8491.40021667735 -8490.88255366115 
-8491.40021667735 -8490.93181090139 
-8491.40021667735 -8490.91966255146 
-8491.40021667735 -8490.92881851022 
-8491.40021667735 -8490.92311577179 
-8491.40021667735 -8490.92890578672 
-8491.40021667735 -8490.91621895603 
-8491.40021667735 -8490.97664009356 
-8491.40021667735 -8490.88722769475 
-8491.40021667735 -8490.8842234925 
-8491.40021667735 -8490.91140903313 
-8491.40021667735 -8490.90812047838 
-8491.40021667735 -8490.91545082614 
-8491.40021667735 -8490.93558098199 
-8491.40021667735 -8490.91997545028 
-8491.40021667735 -8490.96604178743 
-8491.40021667735 -8490.8873553319 
-8491.40021667735 -8490.9317095824 
-8491.40021667735 -8490.88035169022 
-8491.40021667735 -8490.88733133002 
-8491.40021667735 -8490.9112781432 
-8491.40021667735 -8490.92314707482 
-8491.40021667735 -8490.969332813 
-8491.40021667735 -8490.88215948489 
-8491.40021667735 -8490.93209193467 
-8491.40021667735 -8490.92666201333 
-8491.40021667735 -8490.93178108054 
-8491.40021667735 -8491.00198558994 
-8491.40021667735 -8490.97623531765 
-8491.91660107543 -8491.40021667734 
-8491.40021667735 -8490.92895050692 
-8491.40021667735 -8490.90626491674 
-8491.40021667735 -8490.88078502549 
-8491.40021667735 -8490.8754450626 
-8491.40021667735 -8490.88425904459 
-8491.40021667735 -8490.96391436491 
-8491.40021667735 -8490.9556230799 
-8491.82093314038 -8491.40021667734 
-8491.40021667735 -8490.98330030329 
-8491.40021667735 -8490.99382164909 
-8491.40021667735 -8490.92867121982 
-8491.40021667735 -8490.93079325487 
-8491.40021667735 -8490.88395566338 
-8491.40021667735 -8490.97965744432 
-8491.83400909642 -8491.40021667734 
-8491.40021667735 -8490.99422938311 
-8491.40021667735 -8490.94806736389 
-8491.40021667735 -8490.97256590429 
-8491.40021667735 -8490.96366387449 
-8491.40021667735 -8490.98014446447 
-8491.40021667735 -8490.9105481508 
-8491.40021667735 -8490.97692115657 
-8491.40021667735 -8490.91613084655 
-8491.40021667735 -8490.92366226515 
-8491.40021667735 -8491.06373180293 
-8491.91769111441 -8491.40021667734 
-8491.40021667735 -8490.97013236082 
-8491.40021667735 -8490.94581989197 
-8491.40021667735 -8490.98231672195 
-8491.40021667735 -8491.02298988721 
-8491.8401194229 -8491.40021667734 
-8491.40021667735 -8491.03141085282 
-8491.40021667735 -8490.93433558785 
-8491.40021667735 -8490.91322763527 
-8491.40021667735 -8490.93057287362 
-8491.40021667735 -8490.97101296326 
-8491.40021667735 -8490.97863936303 
-8491.84521557627 -8491.40021667734 
-8491.40021667735 -8490.96834762612 
-8491.40021667735 -8491.03381789452 
-8491.40021667735 -8490.97697334 
-8491.40021667735 -8491.01458530701 
-8491.40021667735 -8490.9740668459 
-8491.82568635421 -8491.40021667734 
-8491.40021667735 -8490.93168463617 
-8491.40021667735 -8490.97542441044 
-8491.40021667735 -8490.92750209086 
-8491.92158293955 -8491.40021667735 
-8491.40021667735 -8490.92832220073 
-8491.40021667735 -8491.03771556233 
-8491.40021667735 -8490.91617003995 
-8491.40021667735 -8490.93235233434 
-8491.40021667735 -8490.87422055101 
-8491.40021667735 -8490.92091133272 
-8491.40021667735 -8490.93233646052 
-8491.40021667735 -8490.95186017006 
-8491.40021667735 -8490.94421822185 
-8491.40021667735 -8490.92005544715 
-8491.40021667735 -8490.88766035741 
-8491.40021667735 -8490.96415828551 
-8491.40021667735 -8490.91851048959 
-8491.40021667735 -8490.92078355505 
-8491.8274633789 -8491.40021667734 
-8491.40021667735 -8491.0110099889 
-8491.87320975918 -8491.40021667734 
-8491.40021667735 -8491.01261920102 
-8491.40021667735 -8491.00415386031 
-8491.40021667735 -8490.93897065345 
-8491.40021667735 -8490.96042167803 
-8491.40021667735 -8490.95574766665 
-8491.40021667735 -8490.88420183045 
-8491.40021667735 -8490.87417085465 
-8491.40021667735 -8490.86914020385 
-8491.40021667735 -8490.87896669053 
-8491.40021667735 -8490.91516826902 
-8491.40021667735 -8490.88715532963 
-8491.40021667735 -8490.92513384236 
-8491.40021667735 -8491.00040836216 
-8491.40021667735 -8490.96913519967 
-8491.40021667735 -8490.93537418148 
-8491.40021667735 -8490.90494607345 
-8491.40021667735 -8490.88749446004 
-8491.40021667735 -8490.90794495046 
-8491.40021667735 -8490.88370533066 
-8491.40021667735 -8490.87580106672 
-8491.40021667735 -8490.87579118107 
-8491.40021667735 -8490.8809059776 
-8491.40021667735 -8490.87949679821 
-8491.40021667735 -8490.88045243442 
-8491.40021667735 -8490.94617679545 
-8491.40021667735 -8490.88059826831 
-8491.40021667735 -8490.93610707801 
-8491.40021667735 -8490.93568115078 
-8491.40021667735 -8490.92764568586 
-8491.40021667735 -8490.97938642813 
-8491.40021667735 -8490.93182438589 
-8491.40021667735 -8490.9641858887 
-8491.40021667735 -8490.92369915742 
-8491.40021667735 -8490.8825270317 
-8491.40021667735 -8490.8824020502 
-8491.40021667735 -8490.88064844913 
-8491.40021667735 -8490.8837117212 
-8491.40021667735 -8490.91870601328 
-8491.40021667735 -8490.92143137741 
-8491.40021667735 -8490.97568373802 
-8491.40021667735 -8490.92171976856 
-8491.40021667735 -8490.93191884377 
-8491.40021667735 -8490.88392281382 
-8491.40021667735 -8490.88060571812 
-8491.40021667735 -8490.91590621289 
-8491.40021667735 -8490.87547385656 
-8491.40021667735 -8490.88235852623 
-8491.40021667735 -8490.88235524297 
-8491.40021667735 -8490.88375889105 
-8491.40021667735 -8490.87424568299 
-8491.40021667735 -8490.88439744111 
-8491.40021667735 -8490.93522813378 
-8491.40021667735 -8490.95968801514 
-8491.40021667735 -8490.97055293353 
-8491.40021667735 -8491.01066457507 
-8491.40021667735 -8490.9705484301 
-8491.87200137693 -8491.40021667734 
-8491.40021667735 -8490.93218646261 
-8491.40021667735 -8490.91294498895 
-8491.40021667735 -8490.87890690121 
-8491.40021667735 -8490.88400309408 
-8491.40021667735 -8490.89651896818 
-8491.40021667735 -8490.9329517475 
-8491.8873273705 -8491.40021667735 
-8491.40021667735 -8490.98287925278 
-8491.83975170752 -8491.40021667735 
-8491.40021667735 -8490.95638911638 
-8491.40021667735 -8490.94285346841 
-8491.40021667735 -8490.93173731188 
-8491.40021667735 -8490.88366806063 
-8491.40021667735 -8490.88399078968 
-8491.40021667735 -8490.92265990937 
-8491.40021667735 -8490.92225918008 
-8491.40021667735 -8490.88730094335 
-8491.40021667735 -8490.92879563482 
-8491.40021667735 -8490.93230148495 
-8491.40021667735 -8490.96397665255 
-8491.40021667735 -8490.92923812791 
-8491.40021667735 -8490.98373113545 
-8491.40021667735 -8490.91943235561 
-8491.40021667735 -8490.97982774437 
-8491.40021667735 -8490.91634897691 
-8491.40021667735 -8490.92825539114 
-8491.40021667735 -8490.88387226708 
-8491.40021667735 -8490.91611320394 
-8491.40021667735 -8490.92574243678 
-8491.40021667735 -8490.92266817809 
-8491.90478213948 -8491.40021667734 
-8491.40021667735 -8490.97019160216 
-8491.40021667735 -8490.91706520705 
-8491.40021667735 -8490.96968018915 
-8491.40021667735 -8490.87920980945 
-8491.40021667735 -8490.93032928262 
-8491.40021667735 -8490.92340086214 
-8491.40021667735 -8490.88385269412 
-8491.40021667735 -8490.92892415258 
-8491.40021667735 -8490.92765228193 
-8491.40021667735 -8490.87923975344 
-8491.40021667735 -8490.9078990168 
-8491.90107702755 -8491.40021667734 
-8491.40021667735 -8490.92224678538 
-8491.40021667735 -8490.8993130919 
-8491.40021667735 -8490.92601344372 
-8491.40021667735 -8490.9241699102 
-8491.40021667735 -8490.88706467421 
-8491.40021667735 -8490.92864760717 
-8491.40021667735 -8490.91841134115 
-8491.40021667735 -8490.88394648211 
-8491.40021667735 -8490.92814265468 
-8491.40021667735 -8490.92564859844 
-8491.40021667735 -8490.96404458806 
-8491.40021667735 -8490.9795849213 
-8491.86403889128 -8491.40021667734 
-8491.40021667735 -8490.97114867182 
-8491.40021667735 -8490.92610143008 
-8491.40021667735 -8490.87923321903 
-8491.40021667735 -8490.92343578695 
-8491.40021667735 -8490.91258813091 
-8491.40021667735 -8490.92845981563 
-8491.40021667735 -8490.91881514405 
-8491.40021667735 -8491.02369371966 
-8491.40021667735 -8490.97637970695 
-8491.40021667735 -8490.88064296683 
-8491.40021667735 -8490.8824211086 
-8491.40021667735 -8490.95954604256 
-8491.40021667735 -8490.88765520458 
-8491.40021667735 -8490.88074350191 
-8491.40021667735 -8490.88419445213 
-8491.40021667735 -8490.91322643933 
-8491.40021667735 -8490.87929695705 
-8491.40021667735 -8490.97631609597 
-8491.40021667735 -8490.97135383423 
-8491.40021667735 -8490.90844053889 
-8491.91678567665 -8491.40021667734 
-8491.40021667735 -8490.93242691624 
-8491.40021667735 -8491.02383012905 
-8491.40021667735 -8490.9763902088 
-8491.40021667735 -8490.88757475606 
-8491.40021667735 -8490.95098467526 
-8491.40021667735 -8490.88722288383 
-8491.40021667735 -8490.92185373929 
-8491.40021667735 -8490.88397744746 
-8491.40021667735 -8490.92710908361 
-8491.40021667735 -8490.93169735501 
-8491.40021667735 -8490.9632865872 
-8491.90608081672 -8491.40021667734 
-8491.40021667735 -8490.92209616971 
-8491.40021667735 -8490.97161842331 
-8491.40021667735 -8490.97976506497 
-8491.40021667735 -8490.87395467049 
-8491.40021667735 -8490.9125696236 
-8491.40021667735 -8490.88037125904 
-8491.40021667735 -8490.89096403794 
-8491.40021667735 -8490.88410603467 
-8491.40021667735 -8490.93228113847 
-8491.40021667735 -8490.93186422804 
-8491.40021667735 -8490.95634951524 
-8491.40021667735 -8490.92719627004 
-8491.40021667735 -8490.91646596347 
-8491.40021667735 -8490.91851346712 
-8491.91797814217 -8491.40021667735 
-8491.40021667735 -8490.97680543197 
-8491.40021667735 -8490.95739446142 
-8491.40021667735 -8490.93242044813 
-8491.40021667735 -8490.93091421105 
-8491.40021667735 -8490.90327260356 
-8491.40021667735 -8490.97178302019 
-8491.40021667735 -8490.95423189766 
-8491.40021667735 -8490.93198400491 
-8491.40021667735 -8490.96121406635 
-8491.40021667735 -8490.98053931897 
-8491.40021667735 -8490.92410359953 
-8491.40021667735 -8490.91118015352 
-8491.91304784771 -8491.40021667734 
-8491.40021667735 -8490.92202068297 
-8491.40021667735 -8490.94257226166 
-8491.40021667735 -8490.8875374751 
-8491.40021667735 -8490.91629584113 
-8491.40021667735 -8490.91212874454 
-8491.40021667735 -8490.98024263203 
-8491.40021667735 -8490.97351642402 
-8491.40021667735 -8490.98002040834 
-8491.40021667735 -8490.92697156101 
-8491.40021667735 -8490.88404446511 
-8491.40021667735 -8490.93554667532 
-8491.40021667735 -8490.97711352128 
-8491.40021667735 -8490.97126064853 
-8491.91786574379 -8491.40021667734 
-8491.40021667735 -8490.96519977493 
-8491.40021667735 -8491.05729448866 
-8491.8783497275 -8491.40021667734 
-8491.40021667735 -8491.01919208808 
-8491.40021667735 -8490.92011545776 
-8491.40021667735 -8490.87932558015 
-8491.40021667735 -8490.93185394353 
-8491.40021667735 -8490.97130355804 
-8491.40021667735 -8490.93544852871 
-8491.40021667735 -8490.9526017139 
-8491.40021667735 -8490.92011490786 
-8491.40021667735 -8490.91277128339 
-8491.40021667735 -8490.88764571197 
-8491.40021667735 -8490.97529322676 
-8491.40021667735 -8491.05644170639 
-8491.912489253 -8491.40021667734 
-8491.40021667735 -8490.87091170109 
-8491.40021667735 -8490.87925350001 
-8491.40021667735 -8490.88401259041 
-8491.40021667735 -8490.88074912054 
-8491.40021667735 -8490.88235806425 
-8491.40021667735 -8490.93270892207 
-8491.40021667735 -8490.92820666267 
-8491.40021667735 -8491.0736794386 
-8491.40021667735 -8491.0200005425 
-8491.40021667735 -8491.05491585307 
-8491.40021667735 -8490.93156489992 
-8491.40021667735 -8490.91308499247 
-8491.40021667735 -8490.95554184931 
-8491.40021667735 -8490.93192136942 
-8491.40021667735 -8490.90326131145 
-8491.40021667735 -8490.97661120176 
-8491.88334122267 -8491.40021667734 
-8491.40021667735 -8491.02256399465 
-8491.801085921 -8491.40021667735 
-8491.40021667735 -8491.0072524936 
-8491.40021667735 -8490.93190366905 
-8491.40021667735 -8490.92381059813 
-8491.40021667735 -8491.06665786661 
-8491.74153738039 -8491.40021667735 
-8491.40021667735 -8491.0084457294 
-8491.40021667735 -8490.91632502913 
-8491.40021667735 -8490.92844128412 
-8491.40021667735 -8490.88721256395 
-8491.40021667735 -8490.91930043944 
-8491.40021667735 -8490.9201339713 
-8491.40021667735 -8491.01922681438 
-8491.40021667735 -8491.08045165996 
-8491.74479563339 -8491.40021667734 
-8491.40021667735 -8491.1156061539 
-8491.40021667735 -8491.01803793138 
-8491.40021667735 -8490.88390820413 
-8491.40021667735 -8490.87110173909 
-8491.40021667735 -8490.87883938566 
-8491.40021667735 -8490.92870471014 
-8491.40021667735 -8490.90975166796 
-8491.40021667735 -8490.93240974162 
-8491.40021667735 -8491.01558319867 
-8491.40021667735 -8490.94399871305 
-8491.82690199649 -8491.40021667734 
-8491.40021667735 -8490.98298790009 
-8491.92509636741 -8491.40021667735 
-8491.40021667735 -8490.91389467252 
-8491.90585596095 -8491.40021667734 
-8491.77013489907 -8491.40021667734 
-8491.80784644802 -8491.40021667734 
-8491.40021667735 -8490.91307851862 
-8491.40021667735 -8490.89424867695 
-8491.40021667735 -8490.96344377151 
-8491.40021667735 -8490.98110678715 
-8491.40021667735 -8490.99879181551 
-8491.40021667735 -8490.9284185075 
-8491.40021667735 -8490.93231095951 
-8491.40021667735 -8490.97949282413 
-8491.40021667735 -8491.01704118301 
-8491.40021667735 -8490.92727957996 
-8491.40021667735 -8490.93203738741 
-8491.40021667735 -8490.99219967331 
-8491.40021667735 -8491.03033846897 
-8491.40021667735 -8491.01283108549 
-8491.40021667735 -8490.97993525971 
-8491.40021667735 -8490.92372165635 
-8491.40021667735 -8490.98005145042 
-8491.40021667735 -8490.92890567228 
-8491.40021667735 -8490.88448913337 
-8491.40021667735 -8490.98377517285 
-8491.40021667735 -8490.88396775581 
-8491.40021667735 -8490.92218528174 
-8491.40021667735 -8490.88419256488 
-8491.40021667735 -8490.87915750629 
-8491.40021667735 -8490.88075299806 
-8491.40021667735 -8490.91641356639 
-8491.40021667735 -8490.92567824523 
-8491.40021667735 -8490.93394169196 
-8491.83928824163 -8491.40021667735 
-8491.40021667735 -8491.0077820765 
-8491.40021667735 -8490.97356184117 
-8491.40021667735 -8490.93567961738 
-8491.40021667735 -8490.90362852466 
-8491.40021667735 -8490.92642914669 
-8491.40021667735 -8490.93454426194 
-8491.40021667735 -8490.88255728349 
-8491.40021667735 -8490.9596489527 
-8491.40021667735 -8490.99880250706 
-8491.40021667735 -8491.06884998222 
-8491.86632572714 -8491.40021667735 
-8491.40021667735 -8490.98035741518 
-8491.40021667735 -8490.91133843408 
-8491.40021667735 -8490.87947415237 
-8491.40021667735 -8490.88521141629 
-8491.40021667735 -8490.95668626242 
-8491.40021667735 -8490.87422927196 
-8491.40021667735 -8490.92543333533 
-8491.40021667735 -8490.88744722221 
-8491.40021667735 -8490.90800812886 
-8491.40021667735 -8490.93551106527 
-8491.40021667735 -8490.87571155991 
-8491.40021667735 -8490.95954877963 
-8491.40021667735 -8490.97577219321 
-8491.84071389629 -8491.40021667734 
-8491.40021667735 -8490.9680417631 
-8491.40021667735 -8490.98506258591 
-8491.40021667735 -8490.91835181515 
-8491.88175040527 -8491.40021667734 
-8491.40021667735 -8490.92198317362 
-8491.40021667735 -8490.98169365697 
-8491.40021667735 -8490.92345644817 
-8491.91220495799 -8491.40021667734 
-8491.40021667735 -8491.03741688456 
-8491.40021667735 -8491.10492479199 
-8491.40021667735 -8491.08876876616 
-8491.40021667735 -8491.02129876033 
-8491.40021667735 -8490.9421190051 
-8491.40021667735 -8490.96348299243 
-8491.40021667735 -8490.96360515831 
-8491.40021667735 -8490.9385956015 
-8491.40021667735 -8490.91617842585 
-8491.40021667735 -8490.92886662574 
-8491.40021667735 -8490.88735632763 
-8491.40021667735 -8490.88397826407 
-8491.40021667735 -8490.92822012076 
-8491.40021667735 -8490.88465166913 
-8491.40021667735 -8490.94577084477 
-8491.40021667735 -8490.93245593433 
-8491.40021667735 -8490.94272493811 
-8491.40021667735 -8490.9440779276 
-8491.40021667735 -8490.97689564532 
-8491.40021667735 -8490.93537474398 
-8491.40021667735 -8490.95884539957 
-8491.40021667735 -8490.96366952849 
-8491.40021667735 -8490.93508997618 
-8491.40021667735 -8490.99860629549 
-8491.40021667735 -8491.04672864242 
-8491.40021667735 -8491.02005288711 
-8491.40021667735 -8491.03018266213 
-8491.84048071128 -8491.40021667734 
-8491.40021667735 -8491.06422980003 
-8491.40021667735 -8490.99392220126 
-8491.40021667735 -8491.01544886284 
-8491.87698897232 -8491.40021667735 
-8491.40021667735 -8490.93166141644 
-8491.91312611886 -8491.40021667734 
-8491.40021667735 -8490.97180250609 
-8491.40021667735 -8490.89464272619 
-8491.40021667735 -8490.88397321546 
-8491.40021667735 -8490.88419455299 
-8491.40021667735 -8491.0039059021 
-8491.40021667735 -8490.99394117122 
-8491.40021667735 -8490.92791026339 
-8491.40021667735 -8490.91069297131 
-8491.40021667735 -8490.93258632386 
-8491.88717549365 -8491.40021667735 
-8491.40021667735 -8490.92376741924 
-8491.40021667735 -8490.91718502526 
-8491.40021667735 -8490.88378675391 
-8491.40021667735 -8490.87574878014 
-8491.82067237803 -8491.40021667735 
-8491.40021667735 -8490.96882649682 
-8491.40021667735 -8490.95498921583 
-8491.40021667735 -8490.97053803726 
-8491.40021667735 -8491.02039459017 
-8491.83913859578 -8491.40021667735 
-8491.40021667735 -8491.0156312352 
-8491.40021667735 -8491.02105794628 
-8491.40021667735 -8490.9199741103 
-8491.40021667735 -8490.9234726258 
-8491.40021667735 -8491.01216361392 
-8491.40021667735 -8490.93235081454 
-8491.40021667735 -8490.92879142485 
-8491.40021667735 -8490.92836433121 
-8491.40021667735 -8490.87773268477 
-8491.40021667735 -8490.96424377278 
-8491.40021667735 -8490.88624970326 
-8491.40021667735 -8490.97046467079 
-8491.40021667735 -8490.98291696018 
-8491.40021667735 -8490.9081241815 
-8491.40021667735 -8490.96763271438 
-8491.40021667735 -8490.92531422955 
-8491.40021667735 -8490.88726451863 
-8491.40021667735 -8490.92343952246 
-8491.40021667735 -8491.00880461769 
-8491.40021667735 -8490.93553194131 
-8491.40021667735 -8490.87912131097 
-8491.40021667735 -8490.92143085615 
-8491.40021667735 -8490.88398609489 
-8491.40021667735 -8490.92685698264 
-8491.40021667735 -8490.9269875511 
-8491.40021667735 -8490.9352971109 
-8491.40021667735 -8490.92216241771 
-8491.40021667735 -8490.93519954507 
-8491.40021667735 -8490.93516942904 
-8491.40021667735 -8490.95584007824 
-8491.40021667735 -8490.89100986087 
-8491.40021667735 -8490.88061054618 
-8491.40021667735 -8490.92889765056 
-8491.40021667735 -8490.97845001862 
-8491.9199839663 -8491.40021667734 
-8491.40021667735 -8490.97475829388 
-8491.40021667735 -8490.91146841637 
-8491.40021667735 -8490.92320809814 
-8491.40021667735 -8490.87572036759 
-8491.40021667735 -8490.87555104082 
-8491.40021667735 -8490.87908223759 
-8491.40021667735 -8490.8794778832 
-8491.40021667735 -8490.95083727925 
-8491.40021667735 -8490.95961564023 
-8491.40021667735 -8490.91865975376 
-8491.40021667735 -8491.00725964709 
-8491.40021667735 -8490.95474412028 
-8491.40021667735 -8491.01213374895 
-8491.40021667735 -8490.88761635077 
-8491.40021667735 -8490.88288178005 
-8491.40021667735 -8490.87561494956 
